hjd,phase,baseline_flux,model_flux,model_normalized_flux
2455154.0063280384,0.0189912704,0.9973022097,0.9970365992,0.9997336709
2455154.0063643209,0.0190044324,0.9973007007,0.9970436247,0.9997422282
2455154.0064006029,0.0190175943,0.9972991917,0.9970505542,0.9997506892
2455154.0064368849,0.0190307562,0.9972976827,0.9970573867,0.9997590528
2455154.0064731673,0.0190439182,0.9972961737,0.9970641209,0.9997673181
2455154.0065094493,0.0190570801,0.9972946647,0.9970707555,0.9997754834
2455154.0065457318,0.0190702421,0.9972931556,0.9970772893,0.9997835478
2455154.0065820138,0.0190834040,0.9972916466,0.9970837210,0.9997915097
2455154.0066182963,0.0190965660,0.9972901376,0.9970900492,0.9997993679
2455154.0066545783,0.0191097279,0.9972886286,0.9970962724,0.9998071208
2455154.0066908607,0.0191228899,0.9972871196,0.9971023893,0.9998147673
2455154.0067271427,0.0191360518,0.9972856106,0.9971083983,0.9998223054
2455154.0067634252,0.0191492138,0.9972841015,0.9971142979,0.9998297339
2455154.0067997072,0.0191623757,0.9972825925,0.9971200863,0.9998370510
2455154.0068359897,0.0191755377,0.9972810835,0.9971257620,0.9998442550
2455154.0068722717,0.0191886996,0.9972795745,0.9971313230,0.9998513441
2455154.0069085541,0.0192018616,0.9972780655,0.9971367677,0.9998583165
2455154.0069448361,0.0192150235,0.9972765565,0.9971420939,0.9998651702
2455154.0069811186,0.0192281855,0.9972750474,0.9971472998,0.9998719033
2455154.0070174006,0.0192413474,0.9972735384,0.9971523831,0.9998785134
2455154.0070536830,0.0192545094,0.9972720294,0.9971573416,0.9998849985
2455154.0070899650,0.0192676713,0.9972705204,0.9971621730,0.9998913561
2455154.0071262475,0.0192808333,0.9972690114,0.9971668748,0.9998975838
2455154.0071625295,0.0192939952,0.9972675024,0.9971714443,0.9999036787
2455154.0071988120,0.0193071572,0.9972659933,0.9971758787,0.9999096383
2455154.0072350940,0.0193203191,0.9972644843,0.9971801749,0.9999154593
2455154.0072713764,0.0193334811,0.9972629753,0.9971843299,0.9999211387
2455154.0073076584,0.0193466430,0.9972614663,0.9971883400,0.9999266728
2455154.0073439409,0.0193598050,0.9972599573,0.9971922016,0.9999320581
2455154.0073802229,0.0193729669,0.9972584483,0.9971959105,0.9999372903
2455154.0074165054,0.0193861289,0.9972569393,0.9971994625,0.9999423651
2455154.0074527874,0.0193992908,0.9972554302,0.9972028524,0.9999472774
2455154.0074890698,0.0194124528,0.9972539212,0.9972060749,0.9999520220
2455154.0075253518,0.0194256147,0.9972524122,0.9972091239,0.9999565924
2455154.0075616343,0.0194387767,0.9972509032,0.9972119923,0.9999609818
2455154.0075979163,0.0194519386,0.9972493942,0.9972146720,0.9999651820
2455154.0076341988,0.0194651006,0.9972478852,0.9972171532,0.9999691832
2455154.0076704808,0.0194782625,0.9972463762,0.9972194238,0.9999729732
2455154.0077067632,0.0194914245,0.9972448671,0.9972214678,0.9999765360
2455154.0077430452,0.0195045864,0.9972433581,0.9972232597,0.9999798460
2455154.0077793277,0.0195177484,0.9972418491,0.9972247473,0.9999828509
2455154.0078156097,0.0195309103,0.9972403401,0.9972259549,0.9999855750
2455154.0078518922,0.0195440723,0.9972388311,0.9972268832,0.9999880191
2455154.0078881742,0.0195572342,0.9972373221,0.9972275379,0.9999901887
2455154.0079244566,0.0195703962,0.9972358130,0.9972279441,0.9999921093
2455154.0079607386,0.0195835581,0.9972343040,0.9972281040,0.9999937827
2455154.0079970211,0.0195967201,0.9972327950,0.9972280242,0.9999952160
2455154.0080333031,0.0196098820,0.9972312860,0.9972277317,0.9999964359
2455154.0080695855,0.0196230440,0.9972297770,0.9972272302,0.9999974461
2455154.0081058675,0.0196362059,0.9972282680,0.9972265283,0.9999982555
2455154.0081421500,0.0196493679,0.9972267589,0.9972256552,0.9999988932
2455154.0081784320,0.0196625298,0.9972252499,0.9972246177,0.9999993660
2455154.0082147140,0.0196756916,0.9972237409,0.9972234279,0.9999996861
2455154.0082509965,0.0196888537,0.9972222319,0.9972221199,0.9999998877
2455154.0082872785,0.0197020155,0.9972207229,0.9972207074,0.9999999845
2455154.0083235609,0.0197151776,0.9972192139,0.9972192139,1.0000000000
2455154.0083598429,0.0197283394,0.9972177049,0.9972177049,1.0000000000
2455154.0083961254,0.0197415015,0.9972161958,0.9972161958,1.0000000000
2455154.0084324074,0.0197546633,0.9972146868,0.9972146868,1.0000000000
2455154.0084686899,0.0197678254,0.9972131778,0.9972131778,1.0000000000
2455154.0085049719,0.0197809872,0.9972116688,0.9972116688,1.0000000000
2455154.0085412543,0.0197941493,0.9972101598,0.9972101598,1.0000000000
2455154.0085775363,0.0198073111,0.9972086508,0.9972086508,1.0000000000
2455154.0086138188,0.0198204732,0.9972071417,0.9972071417,1.0000000000
2455154.0086501008,0.0198336351,0.9972056327,0.9972056327,1.0000000000
2455154.0086863833,0.0198467971,0.9972041237,0.9972041237,1.0000000000
2455154.0087226653,0.0198599590,0.9972026147,0.9972026147,1.0000000000
2455154.0087589477,0.0198731210,0.9972011057,0.9972011057,1.0000000000
2455154.0087952297,0.0198862829,0.9971995967,0.9971995967,1.0000000000
2455154.0088315122,0.0198994449,0.9971980876,0.9971980876,1.0000000000
2455154.0088677942,0.0199126068,0.9971965786,0.9971965786,1.0000000000
2455154.0089040766,0.0199257688,0.9971950696,0.9971950696,1.0000000000
2455154.0089403586,0.0199389307,0.9971935606,0.9971935606,1.0000000000
2455154.0089766411,0.0199520927,0.9971920516,0.9971920516,1.0000000000
2455154.0090129231,0.0199652546,0.9971905426,0.9971905426,1.0000000000
2455154.0090492056,0.0199784166,0.9971890335,0.9971890335,1.0000000000
2455154.0090854876,0.0199915785,0.9971875245,0.9971875245,1.0000000000
2455154.0091217700,0.0200047405,0.9971860155,0.9971860155,1.0000000000
2455154.0091580520,0.0200179024,0.9971845065,0.9971845065,1.0000000000
2455154.0091943345,0.0200310644,0.9971829975,0.9971829975,1.0000000000
2455154.0092306165,0.0200442263,0.9971814885,0.9971814885,1.0000000000
2455154.0092668990,0.0200573883,0.9971799794,0.9971799794,1.0000000000
2455154.0093031810,0.0200705502,0.9971784704,0.9971784704,1.0000000000
2455154.0093394634,0.0200837122,0.9971769614,0.9971769614,1.0000000000
2455154.0093757454,0.0200968741,0.9971754524,0.9971754524,1.0000000000
2455154.0094120279,0.0201100361,0.9971739434,0.9971739434,1.0000000000
2455154.0094483099,0.0201231980,0.9971724344,0.9971724344,1.0000000000
2455154.0094845924,0.0201363600,0.9971709253,0.9971709253,1.0000000000
2455154.0095208744,0.0201495219,0.9971694163,0.9971694163,1.0000000000
2455154.0095571568,0.0201626839,0.9971679073,0.9971679073,1.0000000000
2455154.0095934388,0.0201758458,0.9971663983,0.9971663983,1.0000000000
2455154.0096297213,0.0201890078,0.9971648893,0.9971648893,1.0000000000
2455154.0096660033,0.0202021697,0.9971633803,0.9971633803,1.0000000000
2455154.0097022858,0.0202153317,0.9971618713,0.9971618713,1.0000000000
2455154.0097385678,0.0202284936,0.9971603622,0.9971603622,1.0000000000
2455154.0097748502,0.0202416556,0.9971588532,0.9971588532,1.0000000000
2455154.0098111322,0.0202548175,0.9971573442,0.9971573442,1.0000000000
2455154.0098474147,0.0202679795,0.9971558352,0.9971558352,1.0000000000
2455154.0098836967,0.0202811414,0.9971543262,0.9971543262,1.0000000000
2455154.0099199791,0.0202943034,0.9971528172,0.9971528172,1.0000000000
2455154.0099562611,0.0203074653,0.9971513082,0.9971513082,1.0000000000
2455154.0099925436,0.0203206273,0.9971497991,0.9971497991,1.0000000000
2455154.0100288256,0.0203337892,0.9971482901,0.9971482901,1.0000000000
2455154.0100651076,0.0203469510,0.9971467811,0.9971467811,1.0000000000
2455154.0101013901,0.0203601131,0.9971452721,0.9971452721,1.0000000000
2455154.0101376721,0.0203732749,0.9971437631,0.9971437631,1.0000000000
2455154.0101739545,0.0203864370,0.9971422541,0.9971422541,1.0000000000
2455154.0102102365,0.0203995988,0.9971407450,0.9971407450,1.0000000000
2455154.0102465190,0.0204127609,0.9971392360,0.9971392360,1.0000000000
2455154.0102828010,0.0204259227,0.9971377270,0.9971377270,1.0000000000
2455154.0103190835,0.0204390848,0.9971362180,0.9971362180,1.0000000000
2455154.0103553655,0.0204522466,0.9971347090,0.9971347090,1.0000000000
2455154.0103916479,0.0204654087,0.9971332000,0.9971332000,1.0000000000
2455154.0104279299,0.0204785705,0.9971316910,0.9971316910,1.0000000000
2455154.0104642124,0.0204917326,0.9971301819,0.9971301819,1.0000000000
2455154.0105004944,0.0205048944,0.9971286729,0.9971286729,1.0000000000
2455154.0105367769,0.0205180565,0.9971271639,0.9971271639,1.0000000000
2455154.0105730589,0.0205312183,0.9971256549,0.9971256549,1.0000000000
2455154.0106093413,0.0205443804,0.9971241459,0.9971241459,1.0000000000
2455154.0106456233,0.0205575422,0.9971226369,0.9971226369,1.0000000000
2455154.0106819058,0.0205707043,0.9971211278,0.9971211278,1.0000000000
2455154.0107181878,0.0205838661,0.9971196188,0.9971196188,1.0000000000
2455154.0107544702,0.0205970282,0.9971181098,0.9971181098,1.0000000000
2455154.0107907522,0.0206101900,0.9971166008,0.9971166008,1.0000000000
2455154.0108270347,0.0206233521,0.9971150918,0.9971150918,1.0000000000
2455154.0108633167,0.0206365139,0.9971135828,0.9971135828,1.0000000000
2455154.0108995992,0.0206496760,0.9971120737,0.9971120737,1.0000000000
2455154.0109358812,0.0206628378,0.9971105647,0.9971105647,1.0000000000
2455154.0109721636,0.0206759999,0.9971090557,0.9971090557,1.0000000000
2455154.0110084456,0.0206891617,0.9971075467,0.9971075467,1.0000000000
2455154.0110447281,0.0207023238,0.9971060377,0.9971060377,1.0000000000
2455154.0110810101,0.0207154856,0.9971045287,0.9971045287,1.0000000000
2455154.0111172926,0.0207286477,0.9971030196,0.9971030196,1.0000000000
2455154.0111535746,0.0207418095,0.9971015106,0.9971015106,1.0000000000
2455154.0111898570,0.0207549716,0.9971000016,0.9971000016,1.0000000000
2455154.0112261390,0.0207681334,0.9970984926,0.9970984926,1.0000000000
2455154.0112624215,0.0207812955,0.9970969836,0.9970969836,1.0000000000
2455154.0112987035,0.0207944573,0.9970954746,0.9970954746,1.0000000000
2455154.0113349860,0.0208076194,0.9970939655,0.9970939655,1.0000000000
2455154.0113712680,0.0208207812,0.9970924565,0.9970924565,1.0000000000
2455154.0114075504,0.0208339433,0.9970909475,0.9970909475,1.0000000000
2455154.0114438324,0.0208471051,0.9970894385,0.9970894385,1.0000000000
2455154.0114801149,0.0208602672,0.9970879295,0.9970879295,1.0000000000
2455154.0115163969,0.0208734290,0.9970864205,0.9970864205,1.0000000000
2455154.0115526794,0.0208865911,0.9970849114,0.9970849114,1.0000000000
2455154.0115889614,0.0208997529,0.9970834024,0.9970834024,1.0000000000
2455154.0116252438,0.0209129150,0.9970818934,0.9970818934,1.0000000000
2455154.0116615258,0.0209260768,0.9970803844,0.9970803844,1.0000000000
2455154.0116978083,0.0209392389,0.9970788754,0.9970788754,1.0000000000
2455154.0117340903,0.0209524007,0.9970773664,0.9970773664,1.0000000000
2455154.0117703727,0.0209655628,0.9970758573,0.9970758573,1.0000000000
2455154.0118066547,0.0209787246,0.9970743483,0.9970743483,1.0000000000
2455154.0118429372,0.0209918867,0.9970728393,0.9970728393,1.0000000000
2455154.0118792192,0.0210050485,0.9970713303,0.9970713303,1.0000000000
2455154.0119155012,0.0210182104,0.9970698213,0.9970698213,1.0000000000
2455154.0119517837,0.0210313724,0.9970683123,0.9970683123,1.0000000000
2455154.0119880657,0.0210445343,0.9970668033,0.9970668033,1.0000000000
2455154.0120243481,0.0210576963,0.9970652942,0.9970652942,1.0000000000
2455154.0120606301,0.0210708582,0.9970637852,0.9970637852,1.0000000000
2455154.0120969126,0.0210840202,0.9970622762,0.9970622762,1.0000000000
2455154.0121331946,0.0210971821,0.9970607672,0.9970607672,1.0000000000
2455154.0121694771,0.0211103441,0.9970592582,0.9970592582,1.0000000000
2455154.0122057591,0.0211235060,0.9970577492,0.9970577492,1.0000000000
2455154.0122420415,0.0211366680,0.9970562402,0.9970562402,1.0000000000
2455154.0122783235,0.0211498299,0.9970547311,0.9970547311,1.0000000000
2455154.0123146060,0.0211629919,0.9970532221,0.9970532221,1.0000000000
2455154.0123508880,0.0211761538,0.9970517131,0.9970517131,1.0000000000
2455154.0123871705,0.0211893158,0.9970502041,0.9970502041,1.0000000000
2455154.0124234525,0.0212024777,0.9970486951,0.9970486951,1.0000000000
2455154.0124597349,0.0212156397,0.9970471861,0.9970471861,1.0000000000
2455154.0124960169,0.0212288016,0.9970456770,0.9970456770,1.0000000000
2455154.0125322994,0.0212419636,0.9970441680,0.9970441680,1.0000000000
2455154.0125685814,0.0212551255,0.9970426590,0.9970426590,1.0000000000
2455154.0126048638,0.0212682875,0.9970411500,0.9970411500,1.0000000000
2455154.0126411458,0.0212814494,0.9970396410,0.9970396410,1.0000000000
2455154.0126774283,0.0212946114,0.9970381320,0.9970381320,1.0000000000
2455154.0127137103,0.0213077733,0.9970366230,0.9970366230,1.0000000000
2455154.0127499928,0.0213209353,0.9970351139,0.9970351139,1.0000000000
2455154.0127862748,0.0213340972,0.9970336049,0.9970336049,1.0000000000
2455154.0128225572,0.0213472592,0.9970320959,0.9970320959,1.0000000000
2455154.0128588392,0.0213604211,0.9970305869,0.9970305869,1.0000000000
2455154.0128951217,0.0213735831,0.9970290779,0.9970290779,1.0000000000
2455154.0129314037,0.0213867450,0.9970275689,0.9970275689,1.0000000000
2455154.0129676862,0.0213999070,0.9970260598,0.9970260598,1.0000000000
2455154.0130039682,0.0214130689,0.9970245508,0.9970245508,1.0000000000
2455154.0130402506,0.0214262309,0.9970230418,0.9970230418,1.0000000000
2455154.0130765326,0.0214393928,0.9970215328,0.9970215328,1.0000000000
2455154.0131128151,0.0214525548,0.9970200238,0.9970200238,1.0000000000
2455154.0131490971,0.0214657167,0.9970185148,0.9970185148,1.0000000000
2455154.0131853796,0.0214788787,0.9970170057,0.9970170057,1.0000000000
2455154.0132216616,0.0214920406,0.9970154967,0.9970154967,1.0000000000
2455154.0132579440,0.0215052026,0.9970139877,0.9970139877,1.0000000000
2455154.0132942260,0.0215183645,0.9970124787,0.9970124787,1.0000000000
2455154.0133305085,0.0215315265,0.9970109697,0.9970109697,1.0000000000
2455154.0133667905,0.0215446884,0.9970094607,0.9970094607,1.0000000000
2455154.0134030730,0.0215578504,0.9970079516,0.9970079516,1.0000000000
2455154.0134393550,0.0215710123,0.9970064426,0.9970064426,1.0000000000
2455154.0134756374,0.0215841743,0.9970049336,0.9970049336,1.0000000000
2455154.0135119194,0.0215973362,0.9970034246,0.9970034246,1.0000000000
2455154.0135482019,0.0216104982,0.9970019156,0.9970019156,1.0000000000
2455154.0135844839,0.0216236601,0.9970004066,0.9970004066,1.0000000000
2455154.0136207663,0.0216368221,0.9969988975,0.9969988975,1.0000000000
2455154.0136570483,0.0216499840,0.9969973885,0.9969973885,1.0000000000
2455154.0136933308,0.0216631460,0.9969958795,0.9969958795,1.0000000000
2455154.0137296128,0.0216763079,0.9969943705,0.9969943705,1.0000000000
2455154.0137658948,0.0216894698,0.9969928615,0.9969928615,1.0000000000
2455154.0138021773,0.0217026318,0.9969913525,0.9969913525,1.0000000000
2455154.0138384593,0.0217157937,0.9969898435,0.9969898435,1.0000000000
2455154.0138747417,0.0217289557,0.9969883344,0.9969883344,1.0000000000
2455154.0139110237,0.0217421176,0.9969868254,0.9969868254,1.0000000000
2455154.0139473062,0.0217552796,0.9969853164,0.9969853164,1.0000000000
2455154.0139835882,0.0217684415,0.9969838074,0.9969838074,1.0000000000
2455154.0140198707,0.0217816035,0.9969822984,0.9969822984,1.0000000000
2455154.0140561527,0.0217947654,0.9969807894,0.9969807894,1.0000000000
2455154.0140924351,0.0218079274,0.9969792803,0.9969792803,1.0000000000
2455154.0141287171,0.0218210893,0.9969777713,0.9969777713,1.0000000000
2455154.0141649996,0.0218342513,0.9969762623,0.9969762623,1.0000000000
2455154.0142012816,0.0218474132,0.9969747533,0.9969747533,1.0000000000
2455154.0142375641,0.0218605752,0.9969732443,0.9969732443,1.0000000000
2455154.0142738461,0.0218737371,0.9969717353,0.9969717353,1.0000000000
2455154.0143101285,0.0218868991,0.9969702262,0.9969702262,1.0000000000
2455154.0143464105,0.0219000610,0.9969687172,0.9969687172,1.0000000000
2455154.0143826930,0.0219132230,0.9969672082,0.9969672082,1.0000000000
2455154.0144189750,0.0219263849,0.9969656992,0.9969656992,1.0000000000
2455154.0144552574,0.0219395469,0.9969641902,0.9969641902,1.0000000000
2455154.0144915394,0.0219527088,0.9969626812,0.9969626812,1.0000000000
2455154.0145278219,0.0219658708,0.9969611722,0.9969611722,1.0000000000
2455154.0145641039,0.0219790327,0.9969596631,0.9969596631,1.0000000000
2455154.0146003864,0.0219921947,0.9969581541,0.9969581541,1.0000000000
2455154.0146366684,0.0220053566,0.9969566451,0.9969566451,1.0000000000
2455154.0146729508,0.0220185186,0.9969551361,0.9969551361,1.0000000000
2455154.0147092328,0.0220316805,0.9969536271,0.9969536271,1.0000000000
2455154.0147455153,0.0220448425,0.9969521181,0.9969521181,1.0000000000
2455154.0147817973,0.0220580044,0.9969506090,0.9969506090,1.0000000000
2455154.0148180798,0.0220711664,0.9969491000,0.9969491000,1.0000000000
2455154.0148543618,0.0220843283,0.9969475910,0.9969475910,1.0000000000
2455154.0148906442,0.0220974903,0.9969460820,0.9969460820,1.0000000000
2455154.0149269262,0.0221106522,0.9969445730,0.9969445730,1.0000000000
2455154.0149632087,0.0221238142,0.9969430640,0.9969430640,1.0000000000
2455154.0149994907,0.0221369761,0.9969415550,0.9969415550,1.0000000000
2455154.0150357732,0.0221501381,0.9969400459,0.9969400459,1.0000000000
2455154.0150720552,0.0221633000,0.9969385369,0.9969385369,1.0000000000
2455154.0151083376,0.0221764620,0.9969370279,0.9969370279,1.0000000000
2455154.0151446196,0.0221896239,0.9969355189,0.9969355189,1.0000000000
2455154.0151809021,0.0222027859,0.9969340099,0.9969340099,1.0000000000
2455154.0152171841,0.0222159478,0.9969325009,0.9969325009,1.0000000000
2455154.0152534666,0.0222291098,0.9969309918,0.9969309918,1.0000000000
2455154.0152897486,0.0222422717,0.9969294828,0.9969294828,1.0000000000
2455154.0153260310,0.0222554337,0.9969279738,0.9969279738,1.0000000000
2455154.0153623130,0.0222685956,0.9969264648,0.9969264648,1.0000000000
2455154.0153985955,0.0222817576,0.9969249558,0.9969249558,1.0000000000
2455154.0154348775,0.0222949195,0.9969234468,0.9969234468,1.0000000000
2455154.0154711599,0.0223080815,0.9969219377,0.9969219377,1.0000000000
2455154.0155074419,0.0223212434,0.9969204287,0.9969204287,1.0000000000
2455154.0155437244,0.0223344054,0.9969189197,0.9969189197,1.0000000000
2455154.0155800064,0.0223475673,0.9969174107,0.9969174107,1.0000000000
2455154.0156162884,0.0223607292,0.9969159017,0.9969159017,1.0000000000
